4172,7187,Rewati Raman Singh,"Allahabad, Allahabad",Uttar Pradesh
4201,7237,Ram Gopal Yadav,Sambhal,"Uttar Pradesh, Uttar Pradesh, Uttar Pradesh, Uttar Pradesh"
4233,7172,Neeraj Shekhar,"Ballia, Ballia","Uttar Pradesh, Uttar Pradesh"
4235,7294,C.N. Annadurai,Madras South,Madras
4269,7111,Surendra Singh Nagar,Gautam Buddha Nagar,"Uttar Pradesh, Uttar Pradesh"
4292,7136,P.L. Punia,Barabanki,Uttar Pradesh
4304,8661,Dara Singh Chauhan,Ghosi,"Uttar Pradesh, Uttar Pradesh"
4350,9171,V. Narayanasamy,Puducherry,"Pondicherry, Pondicherry, Pondicherry"
4360,7124,Saroj Pandey,Durg,Chhattisgarh
4363,7203,Pradeep Tamta,Almora,Uttarakhand
4380,8869,Sanjay Nirupam,Mumbai-North,"Maharashtra, Maharashtra"
4427,7015,Partap Singh Bajwa,Gurdaspur,Punjab
4469,9087,Ranjan Prasad Yadav,Pataliputra,"Bihar, Bihar"
4487,9056,Dinesh Trivedi,"Barrackpur, Barrackpur","West Bengal, Gujarat"
4516,8411,Uday Pratap Singh,"Hoshangabad, Hoshangabad, Hoshangabad",Uttar Pradesh
4533,7048,T.K.S. Elangovan,Chennai North,Tamil Nadu
4550,7869,O. S. Manian,Mayiladuthurai,Tamil Nadu
4619,8729,Hema Malini,"Mathura, Mathura","Karnataka, Bhadrak"
4639,7754,Bhagat Singh Koshyari,Nainital-Udhamsingh Nagar,Uttarakhand
4645,7784,Upendra Kushwaha,Karakat,Bihar
4648,7142,Anbumani Ramadoss,Dharmapuri,"Tamil Nadu, Tamil Nadu"
4721,9163,Kalraj Mishra,Deoria,"Uttar Pradesh, Uttar Pradesh, Uttar Pradesh"
4739,7205,Kamakhya Prasad Tasa,Jorhat,Assam
4793,9266,S.S. Ahluwalia,"Darjeeling, Bardhaman-Durgapur","Jharkhand, Jharkhand, Bihar, Bihar, Bihar"
4831,7573,R. Gopalakrishnan,Madurai,Madras
4862,7044,Satish Chandra Dubey,Valmiki Nagar,Bihar
4969,7294,C.N. Annadurai,Tiruvannamalai,Madras
4993,9279,Achyutananda Samanta,Kandhamal,Orissa
4994,7935,Anubhav Mohanty,Kendrapara,Orissa
5021,8321,Amit Anil Chandra Shah,Gandhinagar,Gujarat
5117,7170,Sanjay Seth,Ranchi,"Uttar Pradesh, Uttar Pradesh"
5169,7177,Amar Singh,Fatehgarh Sahib,"Uttar Pradesh, Uttar Pradesh, Uttar Pradesh, Uttar Pradesh"
5219,9256,Ravi Shankar Prasad,Patna Sahib,"Bihar, Bihar, Bihar, Bihar"
