3819,9058,Parvathaneni Upendra,"Vijayawada, Vijayawada","Andhra Pradesh, Andhra Pradesh",Yes
3822,7221,M.P. Veerendra Kumar,"Calicut, Calicut","Kerala, Kerala",Yes
3832,8570,Ram Kripal Yadav,"Patna, Patna, Patna, Pataliputra, Pataliputra",Bihar,Yes
3862,8467,Syed Hussain,Ladakh,Jammu and Kashmir,No
3867,9242,Bhubaneswar Kalita,Gauhati,"Assam, Assam, Assam, Assam",Yes
3887,7113,Mukhtar Abbas Naqvi,Rampur,"Jharkhand, Uttar Pradesh, Uttar Pradesh",Yes
3931,9026,Som Pal,Baghpat,"Uttar Pradesh, Uttar Pradesh",Yes
3936,9045,Prabha Thakur,Ajmer,"Rajasthan, Rajasthan",Yes
3944,9074,Virendra Verma,Kairana,"Uttar Pradesh, Uttar Pradesh",Yes
3947,7231,Motilal Vora,Rajnandgaon,"Chhattisgarh, Chhattisgarh, Chhattisgarh, Madhya Pradesh",Yes
3957,7477,Khagen Das,"Tripura West, Tripura West, Tripura West",Tripura,Yes
3989,7675,Kailash Joshi,"Bhopal, Bhopal",Madhya Pradesh,Yes
3999,7135,Dharmendra Pradhan,Deogarh,"Madhya Pradesh, Bihar",Yes
4000,8369,Navjot Singh Sidhu,"Ind., Amritsar",Nominated,Yes
4001,7740,Avinash Rai Khanna,Hoshiarpur,Punjab,Yes
4031,7235,Chandrapal Singh Yadav,Jhansi,Uttar Pradesh,Yes
4044,9262,Pratibha Singh,"Mandi, Mandi","Bihar, Bihar, Bihar, Bihar",Yes
4077,7174,Kapil Sibal,"Chandni Chowk, Chandni Chowk","Uttar Pradesh, Bihar",Yes
4097,8074,Brajesh Pathak,Unnao,Uttar Pradesh,Yes
4114,7549,L. Ganesan,Tiruchirappalli,Tamil Nadu,Yes
4128,7810,Sukhdev Singh Libra,"Ropar, Fatehgarh Sahib",Punjab,Yes
4130,7042,Sukhdev Singh Dhindsa,Sangrur,"Punjab, Punjab, Punjab",Yes
4137,8875,Brahmananda Panda,Jagatsinghpur,"Orissa, Orissa",Yes
4152,7176,Akhilesh Prasad Singh,Motihari,Bihar,Yes
4154,8428,Sitaram Singh,Sheohar,Bihar,Yes
4172,7187,Rewati Raman Singh,"Allahabad, Allahabad",Uttar Pradesh,Yes
4201,7237,Ram Gopal Yadav,Sambhal,"Uttar Pradesh, Uttar Pradesh, Uttar Pradesh, Uttar Pradesh",Yes
4233,7172,Neeraj Shekhar,"Ballia, Ballia","Uttar Pradesh, Uttar Pradesh",Yes
4235,7294,C.N. Annadurai,Madras South,Madras,No
4269,7111,Surendra Singh Nagar,Gautam Buddha Nagar,"Uttar Pradesh, Uttar Pradesh",Yes
4292,7136,P.L. Punia,Barabanki,Uttar Pradesh,Yes
4304,8661,Dara Singh Chauhan,Ghosi,"Uttar Pradesh, Uttar Pradesh",Yes
4350,9171,V. Narayanasamy,Puducherry,"Pondicherry, Pondicherry, Pondicherry",Yes
4360,7124,Saroj Pandey,Durg,Chhattisgarh,Yes
4363,7203,Pradeep Tamta,Almora,Uttarakhand,Yes
4380,8869,Sanjay Nirupam,Mumbai-North,"Maharashtra, Maharashtra",Yes
4427,7015,Partap Singh Bajwa,Gurdaspur,Punjab,Yes
4469,9087,Ranjan Prasad Yadav,Pataliputra,"Bihar, Bihar",Yes
4487,9056,Dinesh Trivedi,"Barrackpur, Barrackpur","West Bengal, Gujarat",Yes
4516,8411,Uday Pratap Singh,"Hoshangabad, Hoshangabad, Hoshangabad",Uttar Pradesh,No
4533,7048,T.K.S. Elangovan,Chennai North,Tamil Nadu,Yes
4550,7869,O. S. Manian,Mayiladuthurai,Tamil Nadu,Yes
4619,8729,Hema Malini,"Mathura, Mathura","Karnataka, Bhadrak",Yes
4639,7754,Bhagat Singh Koshyari,Nainital-Udhamsingh Nagar,Uttarakhand,Yes
4645,7784,Upendra Kushwaha,Karakat,Bihar,Yes
4648,7142,Anbumani Ramadoss,Dharmapuri,"Tamil Nadu, Tamil Nadu",Yes
4721,9163,Kalraj Mishra,Deoria,"Uttar Pradesh, Uttar Pradesh, Uttar Pradesh",Yes
4739,7205,Kamakhya Prasad Tasa,Jorhat,Assam,Yes
4793,9266,S.S. Ahluwalia,"Darjeeling, Bardhaman-Durgapur","Jharkhand, Jharkhand, Bihar, Bihar, Bihar",Yes
4831,7573,R. Gopalakrishnan,Madurai,Madras,Yes
4862,7044,Satish Chandra Dubey,Valmiki Nagar,Bihar,Yes
4969,7294,C.N. Annadurai,Tiruvannamalai,Madras,Yes
4993,9279,Achyutananda Samanta,Kandhamal,Orissa,Yes
4994,7935,Anubhav Mohanty,Kendrapara,Orissa,Yes
5021,8321,Amit Anil Chandra Shah,Gandhinagar,Gujarat,Yes
5117,7170,Sanjay Seth,Ranchi,"Uttar Pradesh, Uttar Pradesh",No
5169,7177,Amar Singh,Fatehgarh Sahib,"Uttar Pradesh, Uttar Pradesh, Uttar Pradesh, Uttar Pradesh",Yes
5219,9256,Ravi Shankar Prasad,Patna Sahib,"Bihar, Bihar, Bihar, Bihar",Yes
